Kernel,Metric,Configuration,Value
_Z12blend_kernelPfb,stall_inst_fetch,./heat_2d.out_stall_inst_fetch_heat_2d.out,3.7912
_Z14float_to_colorPhPKf,stall_inst_fetch,./heat_2d.out_stall_inst_fetch_heat_2d.out,0
_Z17copy_const_kernelPf,stall_inst_fetch,./heat_2d.out_stall_inst_fetch_heat_2d.out,0.600362
_Z12blend_kernelPfb,sysmem_read_throughput,./heat_2d.out_sysmem_read_throughput_heat_2d.out,0
_Z14float_to_colorPhPKf,sysmem_read_throughput,./heat_2d.out_sysmem_read_throughput_heat_2d.out,0
_Z17copy_const_kernelPf,sysmem_read_throughput,./heat_2d.out_sysmem_read_throughput_heat_2d.out,0
_Z12blend_kernelPfb,achieved_occupancy,./heat_2d.out_achieved_occupancy_heat_2d.out,0.497095
_Z14float_to_colorPhPKf,achieved_occupancy,./heat_2d.out_achieved_occupancy_heat_2d.out,0
_Z17copy_const_kernelPf,achieved_occupancy,./heat_2d.out_achieved_occupancy_heat_2d.out,0.486855
_Z12blend_kernelPfb,flop_count_sp_mul,./heat_2d.out_flop_count_sp_mul_heat_2d.out,8388608
_Z14float_to_colorPhPKf,flop_count_sp_mul,./heat_2d.out_flop_count_sp_mul_heat_2d.out,29360117
_Z17copy_const_kernelPf,flop_count_sp_mul,./heat_2d.out_flop_count_sp_mul_heat_2d.out,0
_Z12blend_kernelPfb,shared_load_transactions_per_request,./heat_2d.out_shared_load_transactions_per_request_heat_2d.out,0
_Z14float_to_colorPhPKf,shared_load_transactions_per_request,./heat_2d.out_shared_load_transactions_per_request_heat_2d.out,0
_Z17copy_const_kernelPf,shared_load_transactions_per_request,./heat_2d.out_shared_load_transactions_per_request_heat_2d.out,0
_Z12blend_kernelPfb,sysmem_write_utilization,./heat_2d.out_sysmem_write_utilization_heat_2d.out,1
_Z14float_to_colorPhPKf,sysmem_write_utilization,./heat_2d.out_sysmem_write_utilization_heat_2d.out,1
_Z17copy_const_kernelPf,sysmem_write_utilization,./heat_2d.out_sysmem_write_utilization_heat_2d.out,1
_Z12blend_kernelPfb,inst_control,./heat_2d.out_inst_control_heat_2d.out,83886080
_Z14float_to_colorPhPKf,inst_control,./heat_2d.out_inst_control_heat_2d.out,285907536
_Z17copy_const_kernelPf,inst_control,./heat_2d.out_inst_control_heat_2d.out,29360128
_Z12blend_kernelPfb,l2_write_transactions,./heat_2d.out_l2_write_transactions_heat_2d.out,17182767
_Z14float_to_colorPhPKf,l2_write_transactions,./heat_2d.out_l2_write_transactions_heat_2d.out,174450623
_Z17copy_const_kernelPf,l2_write_transactions,./heat_2d.out_l2_write_transactions_heat_2d.out,11095290
_Z12blend_kernelPfb,gst_requested_throughput,./heat_2d.out_gst_requested_throughput_heat_2d.out,4013776379
_Z14float_to_colorPhPKf,gst_requested_throughput,./heat_2d.out_gst_requested_throughput_heat_2d.out,15205540883
_Z17copy_const_kernelPf,gst_requested_throughput,./heat_2d.out_gst_requested_throughput_heat_2d.out,505804535
_Z12blend_kernelPfb,inst_compute_ld_st,./heat_2d.out_inst_compute_ld_st_heat_2d.out,830472192
_Z14float_to_colorPhPKf,inst_compute_ld_st,./heat_2d.out_inst_compute_ld_st_heat_2d.out,201326548
_Z17copy_const_kernelPf,inst_compute_ld_st,./heat_2d.out_inst_compute_ld_st_heat_2d.out,167868874
_Z12blend_kernelPfb,local_store_transactions_per_request,./heat_2d.out_local_store_transactions_per_request_heat_2d.out,0
_Z14float_to_colorPhPKf,local_store_transactions_per_request,./heat_2d.out_local_store_transactions_per_request_heat_2d.out,0
_Z17copy_const_kernelPf,local_store_transactions_per_request,./heat_2d.out_local_store_transactions_per_request_heat_2d.out,2.93517
_Z12blend_kernelPfb,sysmem_utilization,./heat_2d.out_sysmem_utilization_heat_2d.out,1
_Z14float_to_colorPhPKf,sysmem_utilization,./heat_2d.out_sysmem_utilization_heat_2d.out,1
_Z17copy_const_kernelPf,sysmem_utilization,./heat_2d.out_sysmem_utilization_heat_2d.out,1
_Z12blend_kernelPfb,issue_slot_utilization,./heat_2d.out_issue_slot_utilization_heat_2d.out,19.5907
_Z14float_to_colorPhPKf,issue_slot_utilization,./heat_2d.out_issue_slot_utilization_heat_2d.out,0
_Z17copy_const_kernelPf,issue_slot_utilization,./heat_2d.out_issue_slot_utilization_heat_2d.out,22.7268
_Z12blend_kernelPfb,inst_integer,./heat_2d.out_inst_integer_heat_2d.out,1732247552
_Z14float_to_colorPhPKf,inst_integer,./heat_2d.out_inst_integer_heat_2d.out,418895748
_Z17copy_const_kernelPf,inst_integer,./heat_2d.out_inst_integer_heat_2d.out,377970930
_Z12blend_kernelPfb,sysmem_read_transactions,./heat_2d.out_sysmem_read_transactions_heat_2d.out,0
_Z14float_to_colorPhPKf,sysmem_read_transactions,./heat_2d.out_sysmem_read_transactions_heat_2d.out,11851
_Z17copy_const_kernelPf,sysmem_read_transactions,./heat_2d.out_sysmem_read_transactions_heat_2d.out,0
_Z12blend_kernelPfb,inst_executed,./heat_2d.out_inst_executed_heat_2d.out,417546788
_Z14float_to_colorPhPKf,inst_executed,./heat_2d.out_inst_executed_heat_2d.out,0
_Z17copy_const_kernelPf,inst_executed,./heat_2d.out_inst_executed_heat_2d.out,95269946
_Z12blend_kernelPfb,flop_count_sp_fma,./heat_2d.out_flop_count_sp_fma_heat_2d.out,0
_Z14float_to_colorPhPKf,flop_count_sp_fma,./heat_2d.out_flop_count_sp_fma_heat_2d.out,2810098
_Z17copy_const_kernelPf,flop_count_sp_fma,./heat_2d.out_flop_count_sp_fma_heat_2d.out,0
_Z12blend_kernelPfb,local_load_transactions_per_request,./heat_2d.out_local_load_transactions_per_request_heat_2d.out,0
_Z14float_to_colorPhPKf,local_load_transactions_per_request,./heat_2d.out_local_load_transactions_per_request_heat_2d.out,0
_Z17copy_const_kernelPf,local_load_transactions_per_request,./heat_2d.out_local_load_transactions_per_request_heat_2d.out,2
_Z12blend_kernelPfb,dram_write_transactions,./heat_2d.out_dram_write_transactions_heat_2d.out,20791863
_Z14float_to_colorPhPKf,dram_write_transactions,./heat_2d.out_dram_write_transactions_heat_2d.out,136961911
_Z17copy_const_kernelPf,dram_write_transactions,./heat_2d.out_dram_write_transactions_heat_2d.out,10437933
_Z12blend_kernelPfb,local_load_transactions,./heat_2d.out_local_load_transactions_heat_2d.out,476992
_Z14float_to_colorPhPKf,local_load_transactions,./heat_2d.out_local_load_transactions_heat_2d.out,3873472
_Z17copy_const_kernelPf,local_load_transactions,./heat_2d.out_local_load_transactions_heat_2d.out,8388608
_Z12blend_kernelPfb,sysmem_read_utilization,./heat_2d.out_sysmem_read_utilization_heat_2d.out,0
_Z14float_to_colorPhPKf,sysmem_read_utilization,./heat_2d.out_sysmem_read_utilization_heat_2d.out,0
_Z17copy_const_kernelPf,sysmem_read_utilization,./heat_2d.out_sysmem_read_utilization_heat_2d.out,0
_Z12blend_kernelPfb,tex_utilization,./heat_2d.out_tex_utilization_heat_2d.out,1
_Z14float_to_colorPhPKf,tex_utilization,./heat_2d.out_tex_utilization_heat_2d.out,3
_Z17copy_const_kernelPf,tex_utilization,./heat_2d.out_tex_utilization_heat_2d.out,1
_Z12blend_kernelPfb,inst_fp_32,./heat_2d.out_inst_fp_32_heat_2d.out,29360128
_Z14float_to_colorPhPKf,inst_fp_32,./heat_2d.out_inst_fp_32_heat_2d.out,85562981
_Z17copy_const_kernelPf,inst_fp_32,./heat_2d.out_inst_fp_32_heat_2d.out,4194304
_Z12blend_kernelPfb,gst_transactions,./heat_2d.out_gst_transactions_heat_2d.out,26582
_Z14float_to_colorPhPKf,gst_transactions,./heat_2d.out_gst_transactions_heat_2d.out,2577163
_Z17copy_const_kernelPf,gst_transactions,./heat_2d.out_gst_transactions_heat_2d.out,24254
_Z12blend_kernelPfb,inst_misc,./heat_2d.out_inst_misc_heat_2d.out,4223664128
_Z14float_to_colorPhPKf,inst_misc,./heat_2d.out_inst_misc_heat_2d.out,1346814940
_Z17copy_const_kernelPf,inst_misc,./heat_2d.out_inst_misc_heat_2d.out,932199342
_Z12blend_kernelPfb,cf_fu_utilization,./heat_2d.out_cf_fu_utilization_heat_2d.out,1
_Z14float_to_colorPhPKf,cf_fu_utilization,./heat_2d.out_cf_fu_utilization_heat_2d.out,0
_Z17copy_const_kernelPf,cf_fu_utilization,./heat_2d.out_cf_fu_utilization_heat_2d.out,1
_Z12blend_kernelPfb,warp_execution_efficiency,./heat_2d.out_warp_execution_efficiency_heat_2d.out,50.0058
_Z14float_to_colorPhPKf,warp_execution_efficiency,./heat_2d.out_warp_execution_efficiency_heat_2d.out,0
_Z17copy_const_kernelPf,warp_execution_efficiency,./heat_2d.out_warp_execution_efficiency_heat_2d.out,49.9985
_Z12blend_kernelPfb,tex_cache_transactions,./heat_2d.out_tex_cache_transactions_heat_2d.out,7511523
_Z14float_to_colorPhPKf,tex_cache_transactions,./heat_2d.out_tex_cache_transactions_heat_2d.out,80013009
_Z17copy_const_kernelPf,tex_cache_transactions,./heat_2d.out_tex_cache_transactions_heat_2d.out,5767168
_Z12blend_kernelPfb,local_load_throughput,./heat_2d.out_local_load_throughput_heat_2d.out,2956113815
_Z14float_to_colorPhPKf,local_load_throughput,./heat_2d.out_local_load_throughput_heat_2d.out,161815138872
_Z17copy_const_kernelPf,local_load_throughput,./heat_2d.out_local_load_throughput_heat_2d.out,341250454156
_Z12blend_kernelPfb,inst_issued,./heat_2d.out_inst_issued_heat_2d.out,420969375
_Z14float_to_colorPhPKf,inst_issued,./heat_2d.out_inst_issued_heat_2d.out,0
_Z17copy_const_kernelPf,inst_issued,./heat_2d.out_inst_issued_heat_2d.out,95273198
_Z12blend_kernelPfb,gld_requested_throughput,./heat_2d.out_gld_requested_throughput_heat_2d.out,0
_Z14float_to_colorPhPKf,gld_requested_throughput,./heat_2d.out_gld_requested_throughput_heat_2d.out,39879002526
_Z17copy_const_kernelPf,gld_requested_throughput,./heat_2d.out_gld_requested_throughput_heat_2d.out,0
_Z12blend_kernelPfb,ldst_issued,./heat_2d.out_ldst_issued_heat_2d.out,50353468
_Z14float_to_colorPhPKf,ldst_issued,./heat_2d.out_ldst_issued_heat_2d.out,0
_Z17copy_const_kernelPf,ldst_issued,./heat_2d.out_ldst_issued_heat_2d.out,10754083
_Z12blend_kernelPfb,flop_count_sp_add,./heat_2d.out_flop_count_sp_add_heat_2d.out,20971520
_Z14float_to_colorPhPKf,flop_count_sp_add,./heat_2d.out_flop_count_sp_add_heat_2d.out,25139599
_Z17copy_const_kernelPf,flop_count_sp_add,./heat_2d.out_flop_count_sp_add_heat_2d.out,0
_Z12blend_kernelPfb,flop_count_dp_mul,./heat_2d.out_flop_count_dp_mul_heat_2d.out,0
_Z14float_to_colorPhPKf,flop_count_dp_mul,./heat_2d.out_flop_count_dp_mul_heat_2d.out,0
_Z17copy_const_kernelPf,flop_count_dp_mul,./heat_2d.out_flop_count_dp_mul_heat_2d.out,0
_Z12blend_kernelPfb,inst_inter_thread_communication,./heat_2d.out_inst_inter_thread_communication_heat_2d.out,0
_Z14float_to_colorPhPKf,inst_inter_thread_communication,./heat_2d.out_inst_inter_thread_communication_heat_2d.out,0
_Z17copy_const_kernelPf,inst_inter_thread_communication,./heat_2d.out_inst_inter_thread_communication_heat_2d.out,0
_Z12blend_kernelPfb,ldst_fu_utilization,./heat_2d.out_ldst_fu_utilization_heat_2d.out,1
_Z14float_to_colorPhPKf,ldst_fu_utilization,./heat_2d.out_ldst_fu_utilization_heat_2d.out,0
_Z17copy_const_kernelPf,ldst_fu_utilization,./heat_2d.out_ldst_fu_utilization_heat_2d.out,2
_Z12blend_kernelPfb,flop_count_sp_special,./heat_2d.out_flop_count_sp_special_heat_2d.out,0
_Z14float_to_colorPhPKf,flop_count_sp_special,./heat_2d.out_flop_count_sp_special_heat_2d.out,4585873
_Z17copy_const_kernelPf,flop_count_sp_special,./heat_2d.out_flop_count_sp_special_heat_2d.out,0
_Z12blend_kernelPfb,atomic_transactions_per_request,./heat_2d.out_atomic_transactions_per_request_heat_2d.out,0
_Z14float_to_colorPhPKf,atomic_transactions_per_request,./heat_2d.out_atomic_transactions_per_request_heat_2d.out,0
_Z17copy_const_kernelPf,atomic_transactions_per_request,./heat_2d.out_atomic_transactions_per_request_heat_2d.out,0
_Z12blend_kernelPfb,flop_dp_efficiency,./heat_2d.out_flop_dp_efficiency_heat_2d.out,0
_Z14float_to_colorPhPKf,flop_dp_efficiency,./heat_2d.out_flop_dp_efficiency_heat_2d.out,0
_Z17copy_const_kernelPf,flop_dp_efficiency,./heat_2d.out_flop_dp_efficiency_heat_2d.out,0
_Z12blend_kernelPfb,issue_slots,./heat_2d.out_issue_slots_heat_2d.out,419275152
_Z14float_to_colorPhPKf,issue_slots,./heat_2d.out_issue_slots_heat_2d.out,0
_Z17copy_const_kernelPf,issue_slots,./heat_2d.out_issue_slots_heat_2d.out,93921777
_Z12blend_kernelPfb,stall_sync,./heat_2d.out_stall_sync_heat_2d.out,0
_Z14float_to_colorPhPKf,stall_sync,./heat_2d.out_stall_sync_heat_2d.out,0
_Z17copy_const_kernelPf,stall_sync,./heat_2d.out_stall_sync_heat_2d.out,0
_Z12blend_kernelPfb,l2_read_throughput,./heat_2d.out_l2_read_throughput_heat_2d.out,7175071691
_Z14float_to_colorPhPKf,l2_read_throughput,./heat_2d.out_l2_read_throughput_heat_2d.out,428564469658
_Z17copy_const_kernelPf,l2_read_throughput,./heat_2d.out_l2_read_throughput_heat_2d.out,46038981000
_Z12blend_kernelPfb,stall_other,./heat_2d.out_stall_other_heat_2d.out,1.33139
_Z14float_to_colorPhPKf,stall_other,./heat_2d.out_stall_other_heat_2d.out,0
_Z17copy_const_kernelPf,stall_other,./heat_2d.out_stall_other_heat_2d.out,3.71482
_Z12blend_kernelPfb,stall_texture,./heat_2d.out_stall_texture_heat_2d.out,0.043982
_Z14float_to_colorPhPKf,stall_texture,./heat_2d.out_stall_texture_heat_2d.out,0
_Z17copy_const_kernelPf,stall_texture,./heat_2d.out_stall_texture_heat_2d.out,0.00426602
_Z12blend_kernelPfb,flop_count_dp_fma,./heat_2d.out_flop_count_dp_fma_heat_2d.out,0
_Z14float_to_colorPhPKf,flop_count_dp_fma,./heat_2d.out_flop_count_dp_fma_heat_2d.out,0
_Z17copy_const_kernelPf,flop_count_dp_fma,./heat_2d.out_flop_count_dp_fma_heat_2d.out,0
_Z12blend_kernelPfb,cf_issued,./heat_2d.out_cf_issued_heat_2d.out,7578236
_Z14float_to_colorPhPKf,cf_issued,./heat_2d.out_cf_issued_heat_2d.out,0
_Z17copy_const_kernelPf,cf_issued,./heat_2d.out_cf_issued_heat_2d.out,2889989
_Z12blend_kernelPfb,gld_transactions_per_request,./heat_2d.out_gld_transactions_per_request_heat_2d.out,0
_Z14float_to_colorPhPKf,gld_transactions_per_request,./heat_2d.out_gld_transactions_per_request_heat_2d.out,0
_Z17copy_const_kernelPf,gld_transactions_per_request,./heat_2d.out_gld_transactions_per_request_heat_2d.out,0
_Z12blend_kernelPfb,eligible_warps_per_cycle,./heat_2d.out_eligible_warps_per_cycle_heat_2d.out,0.781053
_Z14float_to_colorPhPKf,eligible_warps_per_cycle,./heat_2d.out_eligible_warps_per_cycle_heat_2d.out,0
_Z17copy_const_kernelPf,eligible_warps_per_cycle,./heat_2d.out_eligible_warps_per_cycle_heat_2d.out,0.966148
_Z12blend_kernelPfb,shared_store_transactions_per_request,./heat_2d.out_shared_store_transactions_per_request_heat_2d.out,0
_Z14float_to_colorPhPKf,shared_store_transactions_per_request,./heat_2d.out_shared_store_transactions_per_request_heat_2d.out,0
_Z17copy_const_kernelPf,shared_store_transactions_per_request,./heat_2d.out_shared_store_transactions_per_request_heat_2d.out,0
_Z12blend_kernelPfb,dram_write_throughput,./heat_2d.out_dram_write_throughput_heat_2d.out,203449274009
_Z14float_to_colorPhPKf,dram_write_throughput,./heat_2d.out_dram_write_throughput_heat_2d.out,4747748502807
_Z17copy_const_kernelPf,dram_write_throughput,./heat_2d.out_dram_write_throughput_heat_2d.out,429548649609
_Z12blend_kernelPfbS_S_,sm_efficiency,./heat_globalmem.out_sm_efficiency_heat_globalmem.out,98.312
_Z14float_to_colorPhPKf,sm_efficiency,./heat_globalmem.out_sm_efficiency_heat_globalmem.out,4.73374
_Z17copy_const_kernelPfS_,sm_efficiency,./heat_globalmem.out_sm_efficiency_heat_globalmem.out,85.3213
_Z12blend_kernelPfbS_S_,flop_count_sp,./heat_globalmem.out_flop_count_sp_heat_globalmem.out,29360128
_Z14float_to_colorPhPKf,flop_count_sp,./heat_globalmem.out_flop_count_sp_heat_globalmem.out,60119912
_Z17copy_const_kernelPfS_,flop_count_sp,./heat_globalmem.out_flop_count_sp_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,shared_store_throughput,./heat_globalmem.out_shared_store_throughput_heat_globalmem.out,0
_Z14float_to_colorPhPKf,shared_store_throughput,./heat_globalmem.out_shared_store_throughput_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,shared_store_throughput,./heat_globalmem.out_shared_store_throughput_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,ipc,./heat_globalmem.out_ipc_heat_globalmem.out,1.37016
_Z14float_to_colorPhPKf,ipc,./heat_globalmem.out_ipc_heat_globalmem.out,1.76115
_Z17copy_const_kernelPfS_,ipc,./heat_globalmem.out_ipc_heat_globalmem.out,0.424672
_Z12blend_kernelPfbS_S_,l2_atomic_transactions,./heat_globalmem.out_l2_atomic_transactions_heat_globalmem.out,0
_Z14float_to_colorPhPKf,l2_atomic_transactions,./heat_globalmem.out_l2_atomic_transactions_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,l2_atomic_transactions,./heat_globalmem.out_l2_atomic_transactions_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,l2_tex_read_transactions,./heat_globalmem.out_l2_tex_read_transactions_heat_globalmem.out,2576763
_Z14float_to_colorPhPKf,l2_tex_read_transactions,./heat_globalmem.out_l2_tex_read_transactions_heat_globalmem.out,18522266
_Z17copy_const_kernelPfS_,l2_tex_read_transactions,./heat_globalmem.out_l2_tex_read_transactions_heat_globalmem.out,229376
_Z12blend_kernelPfbS_S_,dram_read_throughput,./heat_globalmem.out_dram_read_throughput_heat_globalmem.out,33344936379
_Z14float_to_colorPhPKf,dram_read_throughput,./heat_globalmem.out_dram_read_throughput_heat_globalmem.out,353917453686
_Z17copy_const_kernelPfS_,dram_read_throughput,./heat_globalmem.out_dram_read_throughput_heat_globalmem.out,15440222507
_Z12blend_kernelPfbS_S_,atomic_transactions,./heat_globalmem.out_atomic_transactions_heat_globalmem.out,0
_Z14float_to_colorPhPKf,atomic_transactions,./heat_globalmem.out_atomic_transactions_heat_globalmem.out,47205
_Z17copy_const_kernelPfS_,atomic_transactions,./heat_globalmem.out_atomic_transactions_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,stall_exec_dependency,./heat_globalmem.out_stall_exec_dependency_heat_globalmem.out,67.8038
_Z14float_to_colorPhPKf,stall_exec_dependency,./heat_globalmem.out_stall_exec_dependency_heat_globalmem.out,84.5623
_Z17copy_const_kernelPfS_,stall_exec_dependency,./heat_globalmem.out_stall_exec_dependency_heat_globalmem.out,64.6418
_Z12blend_kernelPfbS_S_,cf_executed,./heat_globalmem.out_cf_executed_heat_globalmem.out,5771264
_Z14float_to_colorPhPKf,cf_executed,./heat_globalmem.out_cf_executed_heat_globalmem.out,7914876
_Z17copy_const_kernelPfS_,cf_executed,./heat_globalmem.out_cf_executed_heat_globalmem.out,1561230
_Z12blend_kernelPfbS_S_,flop_count_dp,./heat_globalmem.out_flop_count_dp_heat_globalmem.out,0
_Z14float_to_colorPhPKf,flop_count_dp,./heat_globalmem.out_flop_count_dp_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,flop_count_dp,./heat_globalmem.out_flop_count_dp_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,local_store_transactions,./heat_globalmem.out_local_store_transactions_heat_globalmem.out,0
_Z14float_to_colorPhPKf,local_store_transactions,./heat_globalmem.out_local_store_transactions_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,local_store_transactions,./heat_globalmem.out_local_store_transactions_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,inst_per_warp,./heat_globalmem.out_inst_per_warp_heat_globalmem.out,253.047
_Z14float_to_colorPhPKf,inst_per_warp,./heat_globalmem.out_inst_per_warp_heat_globalmem.out,582.375
_Z17copy_const_kernelPfS_,inst_per_warp,./heat_globalmem.out_inst_per_warp_heat_globalmem.out,64.426
_Z12blend_kernelPfbS_S_,warp_nonpred_execution_efficiency,./heat_globalmem.out_warp_nonpred_execution_efficiency_heat_globalmem.out,49.607
_Z14float_to_colorPhPKf,warp_nonpred_execution_efficiency,./heat_globalmem.out_warp_nonpred_execution_efficiency_heat_globalmem.out,48.4655
_Z17copy_const_kernelPfS_,warp_nonpred_execution_efficiency,./heat_globalmem.out_warp_nonpred_execution_efficiency_heat_globalmem.out,49.1975
_Z12blend_kernelPfbS_S_,flop_count_dp_add,./heat_globalmem.out_flop_count_dp_add_heat_globalmem.out,0
_Z14float_to_colorPhPKf,flop_count_dp_add,./heat_globalmem.out_flop_count_dp_add_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,flop_count_dp_add,./heat_globalmem.out_flop_count_dp_add_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,shared_efficiency,./heat_globalmem.out_shared_efficiency_heat_globalmem.out,0
_Z14float_to_colorPhPKf,shared_efficiency,./heat_globalmem.out_shared_efficiency_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,shared_efficiency,./heat_globalmem.out_shared_efficiency_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,l2_utilization,./heat_globalmem.out_l2_utilization_heat_globalmem.out,1
_Z14float_to_colorPhPKf,l2_utilization,./heat_globalmem.out_l2_utilization_heat_globalmem.out,1
_Z17copy_const_kernelPfS_,l2_utilization,./heat_globalmem.out_l2_utilization_heat_globalmem.out,1
_Z12blend_kernelPfbS_S_,shared_store_transactions,./heat_globalmem.out_shared_store_transactions_heat_globalmem.out,0
_Z14float_to_colorPhPKf,shared_store_transactions,./heat_globalmem.out_shared_store_transactions_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,shared_store_transactions,./heat_globalmem.out_shared_store_transactions_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,tex_cache_throughput,./heat_globalmem.out_tex_cache_throughput_heat_globalmem.out,944234300105
_Z14float_to_colorPhPKf,tex_cache_throughput,./heat_globalmem.out_tex_cache_throughput_heat_globalmem.out,8731797856101
_Z17copy_const_kernelPfS_,tex_cache_throughput,./heat_globalmem.out_tex_cache_throughput_heat_globalmem.out,269118658567
_Z12blend_kernelPfbS_S_,tex_fu_utilization,./heat_globalmem.out_tex_fu_utilization_heat_globalmem.out,0
_Z14float_to_colorPhPKf,tex_fu_utilization,./heat_globalmem.out_tex_fu_utilization_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,tex_fu_utilization,./heat_globalmem.out_tex_fu_utilization_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,local_store_throughput,./heat_globalmem.out_local_store_throughput_heat_globalmem.out,0
_Z14float_to_colorPhPKf,local_store_throughput,./heat_globalmem.out_local_store_throughput_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,local_store_throughput,./heat_globalmem.out_local_store_throughput_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,inst_replay_overhead,./heat_globalmem.out_inst_replay_overhead_heat_globalmem.out,0.000200328
_Z14float_to_colorPhPKf,inst_replay_overhead,./heat_globalmem.out_inst_replay_overhead_heat_globalmem.out,0.000737942
_Z17copy_const_kernelPfS_,inst_replay_overhead,./heat_globalmem.out_inst_replay_overhead_heat_globalmem.out,0.000328306
_Z12blend_kernelPfbS_S_,inst_bit_convert,./heat_globalmem.out_inst_bit_convert_heat_globalmem.out,0
_Z14float_to_colorPhPKf,inst_bit_convert,./heat_globalmem.out_inst_bit_convert_heat_globalmem.out,29360117
_Z17copy_const_kernelPfS_,inst_bit_convert,./heat_globalmem.out_inst_bit_convert_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,shared_load_transactions,./heat_globalmem.out_shared_load_transactions_heat_globalmem.out,0
_Z14float_to_colorPhPKf,shared_load_transactions,./heat_globalmem.out_shared_load_transactions_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,shared_load_transactions,./heat_globalmem.out_shared_load_transactions_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,stall_pipe_busy,./heat_globalmem.out_stall_pipe_busy_heat_globalmem.out,3.94585e-05
_Z14float_to_colorPhPKf,stall_pipe_busy,./heat_globalmem.out_stall_pipe_busy_heat_globalmem.out,0.00763264
_Z17copy_const_kernelPfS_,stall_pipe_busy,./heat_globalmem.out_stall_pipe_busy_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,inst_fp_64,./heat_globalmem.out_inst_fp_64_heat_globalmem.out,0
_Z14float_to_colorPhPKf,inst_fp_64,./heat_globalmem.out_inst_fp_64_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,inst_fp_64,./heat_globalmem.out_inst_fp_64_heat_globalmem.out,0
_Z12blend_kernelPfbS_S_,gst_transactions_per_request,./heat_globalmem.out_gst_transactions_per_request_heat_globalmem.out,4
_Z14float_to_colorPhPKf,gst_transactions_per_request,./heat_globalmem.out_gst_transactions_per_request_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,gst_transactions_per_request,./heat_globalmem.out_gst_transactions_per_request_heat_globalmem.out,3.92523
_Z12blend_kernelPfbS_S_,local_memory_overhead,./heat_globalmem.out_local_memory_overhead_heat_globalmem.out,7.20121
_Z14float_to_colorPhPKf,local_memory_overhead,./heat_globalmem.out_local_memory_overhead_heat_globalmem.out,0
_Z17copy_const_kernelPfS_,local_memory_overhead,./heat_globalmem.out_local_memory_overhead_heat_globalmem.out,0.000372846
_Z12blend_kernelPfbS_S_,gst_efficiency,./heat_globalmem.out_gst_efficiency_heat_globalmem.out,50
_Z14float_to_colorPhPKf,gst_efficiency,./heat_globalmem.out_gst_efficiency_heat_globalmem.out,5.47784
_Z17copy_const_kernelPfS_,gst_efficiency,./heat_globalmem.out_gst_efficiency_heat_globalmem.out,49.8444
_Z12blend_kernelPfbS_S_,stall_memory_dependency,./heat_globalmem.out_stall_memory_dependency_heat_globalmem.out,28.7913
_Z14float_to_colorPhPKf,stall_memory_dependency,./heat_globalmem.out_stall_memory_dependency_heat_globalmem.out,13.4015
_Z17copy_const_kernelPfS_,stall_memory_dependency,./heat_globalmem.out_stall_memory_dependency_heat_globalmem.out,30.0821
_Z12blend_kernelPfbS_S_,gld_efficiency,./heat_globalmem.out_gld_efficiency_heat_globalmem.out,42.9257
_Z14float_to_colorPhPKf,gld_efficiency,./heat_globalmem.out_gld_efficiency_heat_globalmem.out,4.24563
_Z17copy_const_kernelPfS_,gld_efficiency,./heat_globalmem.out_gld_efficiency_heat_globalmem.out,50
_Z12blend_kernelPfbS_S_,l2_write_throughput,./heat_globalmem.out_l2_write_throughput_heat_globalmem.out,95299089726
_Z14float_to_colorPhPKf,l2_write_throughput,./heat_globalmem.out_l2_write_throughput_heat_globalmem.out,696487315927
_Z17copy_const_kernelPfS_,l2_write_throughput,./heat_globalmem.out_l2_write_throughput_heat_globalmem.out,8673713943
_Z12blend_kernelPfbS_S_,gst_throughput,./heat_globalmem.out_gst_throughput_heat_globalmem.out,85070042313
_Z14float_to_colorPhPKf,gst_throughput,./heat_globalmem.out_gst_throughput_heat_globalmem.out,678316973415
_Z17copy_const_kernelPfS_,gst_throughput,./heat_globalmem.out_gst_throughput_heat_globalmem.out,2076363325
