Kernel,achieved_occupancy,atomic_transactions,atomic_transactions_per_request,cf_executed,cf_fu_utilization,cf_issued,dram_read_throughput,dram_read_transactions,dram_utilization,dram_write_throughput,dram_write_transactions,eligible_warps_per_cycle,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,flop_dp_efficiency,flop_sp_efficiency,gld_efficiency,gld_requested_throughput,gld_throughput,gld_transactions,gld_transactions_per_request,gst_efficiency,gst_requested_throughput,gst_throughput,gst_transactions,gst_transactions_per_request,inst_bit_convert,inst_compute_ld_st,inst_control,inst_executed,inst_fp_32,inst_fp_64,inst_integer,inst_inter_thread_communication,inst_issued,inst_misc,inst_per_warp,inst_replay_overhead,ipc,issue_slot_utilization,issue_slots,issued_ipc,l2_atomic_throughput,l2_atomic_transactions,l2_read_throughput,l2_read_transactions,l2_tex_read_transactions,l2_utilization,l2_write_throughput,l2_write_transactions,ldst_executed,ldst_fu_utilization,ldst_issued,local_load_throughput,local_load_transactions,local_load_transactions_per_request,local_memory_overhead,local_store_throughput,local_store_transactions,local_store_transactions_per_request,shared_efficiency,shared_load_throughput,shared_load_transactions,shared_load_transactions_per_request,shared_store_throughput,shared_store_transactions,shared_store_transactions_per_request,sm_efficiency,stall_constant_memory_dependency,stall_exec_dependency,stall_inst_fetch,stall_memory_dependency,stall_memory_throttle,stall_not_selected,stall_other,stall_pipe_busy,stall_sync,stall_texture,sysmem_read_throughput,sysmem_read_transactions,sysmem_read_utilization,sysmem_utilization,sysmem_write_throughput,sysmem_write_transactions,sysmem_write_utilization,tex_cache_throughput,tex_cache_transactions,tex_fu_utilization,tex_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency
_Z6kernelPh,0.463171,0.0,0.0,7003752736.0,2.0,7251800511.0,2363.0,126.0,1.0,4057830.0,116582.0,7.192080000000001,0.0,0.0,0.0,0.0,2518453368472.0,1258403662536.0,206181316.0,1259637343304.0,56231268.0,0.0,9875930.0,0.0,0.0,0.0,0.0,0.0,24733.8,1695785212.0,10692612.0,190188.0,0.0,2097152000.0,840565850076.0,1363280006292.0,13760712192.0,3357182962180.0,0.0,424563329199.0,0.0,14247011821.0,319241012409.0,10579.4,1.04692,1.27498,32.3349,14360387438.0,1.29914,0.0,0.0,112934.0,3732.0,0.0,10.0,10943137.0,314883.0,168883204.0,1.0,160556731.0,0.0,0.0,0.0,43.4647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573081.0,0.000598319,21.0208,2.1884,0.0,0.0019023,6.689589999999999,0.23694899999999997,45.2801,0.0,0.0,0.0,0.0,0.0,1.0,104.0,1.0,1.0,15672495.0,133120.0,0.0,10.0,193.63299999999998,134.792
