Kernel,achieved_occupancy,atomic_transactions,atomic_transactions_per_request,cf_executed,cf_fu_utilization,cf_issued,dram_read_throughput,dram_read_transactions,dram_utilization,dram_write_throughput,dram_write_transactions,eligible_warps_per_cycle,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,flop_dp_efficiency,flop_sp_efficiency,gld_efficiency,gld_requested_throughput,gld_throughput,gld_transactions,gld_transactions_per_request,gst_efficiency,gst_requested_throughput,gst_throughput,gst_transactions,gst_transactions_per_request,inst_bit_convert,inst_compute_ld_st,inst_control,inst_executed,inst_fp_32,inst_fp_64,inst_integer,inst_inter_thread_communication,inst_issued,inst_misc,inst_per_warp,inst_replay_overhead,ipc,issue_slot_utilization,issue_slots,issued_ipc,l2_atomic_throughput,l2_atomic_transactions,l2_read_throughput,l2_read_transactions,l2_tex_read_transactions,l2_utilization,l2_write_throughput,l2_write_transactions,ldst_executed,ldst_fu_utilization,ldst_issued,local_load_throughput,local_load_transactions,local_load_transactions_per_request,local_memory_overhead,local_store_throughput,local_store_transactions,local_store_transactions_per_request,shared_efficiency,shared_load_throughput,shared_load_transactions,shared_load_transactions_per_request,shared_store_throughput,shared_store_transactions,shared_store_transactions_per_request,sm_efficiency,stall_constant_memory_dependency,stall_exec_dependency,stall_inst_fetch,stall_memory_dependency,stall_memory_throttle,stall_not_selected,stall_other,stall_pipe_busy,stall_sync,stall_texture,sysmem_read_throughput,sysmem_read_transactions,sysmem_read_utilization,sysmem_utilization,sysmem_write_throughput,sysmem_write_transactions,sysmem_write_utilization,tex_cache_throughput,tex_cache_transactions,tex_fu_utilization,tex_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency
_Z6kernelPh,0.426903125,0.0,0.0,3748882480.125,1.25,3936756554.375,2275.25,52.125,1.0,4062321.875,98105.125,10.0213725,0.0,0.0,0.0,0.0,2518453368472.0,1258403662536.0,206181316.0,1259637343304.0,56231268.0,0.0,9879435.0,2190863.75,2787273952.375,1501308.625,35054.0,0.0,33915.712499999994,1598114555.875,7291147.625,181199.5,0.0,2097152000.0,735707216700.5,1363280006292.0,13654031597.375,3357182962180.0,0.0,634275506389.5,0.0,13787040573.125,162167350418.5,10407.147500000001,1.01327325,1.2886464999999998,31.800150000000002,13816242471.625,1.245957125,0.0,0.0,791299.125,19335.625,17418.875,5.666666666666667,12034154.375,429118.5,1489744881.125,2.125,1442470375.5,0.0,0.0,0.0,55.060475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617663.375,0.0005838138750000001,21.6785125,3.836355,3.4779912500000005,0.62505468,15.16037875,0.3046284375,38.201527625000004,0.0,0.0,0.0,0.0,0.0,1.0,67.375,2.75,1.0,18229543134.5,108637918.125,0.0,6.25,174.820325,125.42747500000002
