Kernel,achieved_occupancy,atomic_transactions,atomic_transactions_per_request,cf_executed,cf_fu_utilization,cf_issued,dram_read_throughput,dram_read_transactions,dram_utilization,dram_write_throughput,dram_write_transactions,eligible_warps_per_cycle,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,flop_dp_efficiency,flop_sp_efficiency,gld_efficiency,gld_requested_throughput,gld_throughput,gld_transactions,gld_transactions_per_request,gst_efficiency,gst_requested_throughput,gst_throughput,gst_transactions,gst_transactions_per_request,inst_bit_convert,inst_compute_ld_st,inst_control,inst_executed,inst_fp_32,inst_fp_64,inst_integer,inst_inter_thread_communication,inst_issued,inst_misc,inst_per_warp,inst_replay_overhead,ipc,issue_slot_utilization,issue_slots,issued_ipc,l2_atomic_throughput,l2_atomic_transactions,l2_read_throughput,l2_read_transactions,l2_tex_read_transactions,l2_write_throughput,l2_write_transactions,ldst_executed,ldst_fu_utilization,ldst_issued,local_load_throughput,local_load_transactions,local_load_transactions_per_request,local_memory_overhead,local_store_throughput,local_store_transactions,local_store_transactions_per_request,shared_efficiency,shared_load_throughput,shared_load_transactions,shared_load_transactions_per_request,shared_store_throughput,shared_store_transactions,shared_store_transactions_per_request,sm_efficiency,stall_constant_memory_dependency,stall_exec_dependency,stall_inst_fetch,stall_memory_dependency,stall_memory_throttle,stall_not_selected,stall_other,stall_pipe_busy,stall_sync,stall_texture,sysmem_read_throughput,sysmem_read_transactions,sysmem_read_utilization,sysmem_utilization,sysmem_write_throughput,sysmem_write_transactions,sysmem_write_utilization,tex_cache_throughput,tex_cache_transactions,tex_fu_utilization,warp_execution_efficiency,warp_nonpred_execution_efficiency
_Z6kernelPh,0.479889,0.0,0.0,2876132207.0,1.0,2725452538.0,4830.0,79.0,1.0,6601449.0,175109.0,18.6707,0.0,0.0,0.0,0.0,2518453368472.0,1258403662536.0,206181316.0,1259637343304.0,56231268.0,0.0,9991680.0,3511040.0,4848007832.0,3415225.0,70000.0,0.0,21333.3,2434464962.0,11990587.0,266240.0,0.0,2097152000.0,630848583325.0,1363280006292.0,18849057058.0,3357182962180.0,0.0,843987683580.0,0.0,18465350610.0,5093688428.0,10083.8,0.9551219999999999,1.69235,41.4817,17881365429.0,1.6628,0.0,0.0,1726227.0,35397.0,34800.0,22865340.0,469518.0,2791003782.0,3.0,2799597218.0,0.0,0.0,0.0,53.1913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664377.0,0.00040061199999999995,15.1141,3.9266699999999997,3.61905,0.17013499999999998,25.5327,0.449184,27.6293,0.0,0.0,0.0,0.0,0.0,1.0,146.0,3.0,1.0,44024834367.0,226540005.0,0.0,203.516,146.684
